full_text,Kategori,text_lemmatized,text_tokenized
nursing health social care nursing day ba dance lead wonderful chief nurse laura h joy n make difference thank continued hard work care g mi el,1,nursing health social care nursing day ba dance lead wonderful chief nurse laura h joy n make difference thank continued hard work care g mi el,"['nursing', 'health', 'social', 'care', 'nursing', 'day', 'ba', 'dance', 'lead', 'wonderful', 'chief', 'nurse', 'laura', 'h', 'joy', 'n', 'make', 'difference', 'thank', 'continued', 'hard', 'work', 'care', 'g', 'mi', 'el']"
joint ba dance la gay municipal town hall poblacion la gay personnel la gay u la gay barangay sector activity healthy physical fitness,1,joint ba dance la gay municipal town hall poblacion la gay personnel la gay u la gay barangay sector activity healthy physical fitness,"['joint', 'ba', 'dance', 'la', 'gay', 'municipal', 'town', 'hall', 'poblacion', 'la', 'gay', 'personnel', 'la', 'gay', 'u', 'la', 'gay', 'barangay', 'sector', 'activity', 'healthy', 'physical', 'fitness']"
ba dance best car dance,1,ba dance best car dance,"['ba', 'dance', 'best', 'car', 'dance']"
join group classes like ba spinning yoga dance step enjoy together gym train different gym gym band ra gym imp,1,join group class like ba spinning yoga dance step enjoy together gym train different gym gym band ra gym imp,"['join', 'group', 'class', 'like', 'ba', 'spinning', 'yoga', 'dance', 'step', 'enjoy', 'together', 'gym', 'train', 'different', 'gym', 'gym', 'band', 'ra', 'gym', 'imp']"
like said enough watch ba dance beat listen bathroom break song leave f alone find someone else harass n binary doesnt mean listen whine incessantly free,1,like said enough watch ba dance beat listen bathroom break song leave f alone find someone else harass n binary doesnt mean listen whine incessantly free,"['like', 'said', 'enough', 'watch', 'ba', 'dance', 'beat', 'listen', 'bathroom', 'break', 'song', 'leave', 'f', 'alone', 'find', 'someone', 'else', 'harass', 'n', 'binary', 'doesnt', 'mean', 'listen', 'whine', 'incessantly', 'free']"
always looking creative moonlighting endeavor gon na ba instructor excited dance movement joy,1,always looking creative moonlighting endeavor gon na ba instructor excited dance movement joy,"['always', 'looking', 'creative', 'moonlighting', 'endeavor', 'gon', 'na', 'ba', 'instructor', 'excited', 'dance', 'movement', 'joy']"
full po err cum weight lifting ban yak ba boxing pound fit yoga dance w k jag jug si mi air,1,full po err cum weight lifting ban yak ba boxing pound fit yoga dance w k jag jug si mi air,"['full', 'po', 'err', 'cum', 'weight', 'lifting', 'ban', 'yak', 'ba', 'boxing', 'pound', 'fit', 'yoga', 'dance', 'w', 'k', 'jag', 'jug', 'si', 'mi', 'air']"
ba win keeping mind active learning different ba check great one j primary,1,ba win keeping mind active learning different ba check great one j primary,"['ba', 'win', 'keeping', 'mind', 'active', 'learning', 'different', 'ba', 'check', 'great', 'one', 'j', 'primary']"
ba dance pan got primary school pan got la gay promote healthy physical fitness unified police service humble professional n nag k serve protect,1,ba dance pan got primary school pan got la gay promote healthy physical fitness unified police service humble professional n nag k serve protect,"['ba', 'dance', 'pan', 'got', 'primary', 'school', 'pan', 'got', 'la', 'gay', 'promote', 'healthy', 'physical', 'fitness', 'unified', 'police', 'service', 'humble', 'professional', 'n', 'nag', 'k', 'serve', 'protect']"
blank ta si vas h un dance break pa ca sac de la e de ba semi,1,blank ta si va h un dance break pa ca sac de la e de ba semi,"['blank', 'ta', 'si', 'va', 'h', 'un', 'dance', 'break', 'pa', 'ca', 'sac', 'de', 'la', 'e', 'de', 'ba', 'semi']"
offering range wellness beauty organic skin hair care gym ba dance swimming exclusive woman professional beauty studio,1,offering range wellness beauty organic skin hair care gym ba dance swimming exclusive woman professional beauty studio,"['offering', 'range', 'wellness', 'beauty', 'organic', 'skin', 'hair', 'care', 'gym', 'ba', 'dance', 'swimming', 'exclusive', 'woman', 'professional', 'beauty', 'studio']"
absolute blast watching senior tax manager bac pa chick lead ba class right outside office turned typically strenuous workout energetic dance fitness party cant wait next session wis p culture fitness mental health wellness,1,absolute blast watching senior tax manager bac pa chick lead ba class right outside office turned typically strenuous workout energetic dance fitness party cant wait next session wi p culture fitness mental health wellness,"['absolute', 'blast', 'watching', 'senior', 'tax', 'manager', 'bac', 'pa', 'chick', 'lead', 'ba', 'class', 'right', 'outside', 'office', 'turned', 'typically', 'strenuous', 'workout', 'energetic', 'dance', 'fitness', 'party', 'cant', 'wait', 'next', 'session', 'wi', 'p', 'culture', 'fitness', 'mental', 'health', 'wellness']"
someone ask ba dance manila wan na know felt,1,someone ask ba dance manila wan na know felt,"['someone', 'ask', 'ba', 'dance', 'manila', 'wan', 'na', 'know', 'felt']"
rut de min u de dance de ba para antes tra de,1,rut de min u de dance de ba para ante tra de,"['rut', 'de', 'min', 'u', 'de', 'dance', 'de', 'ba', 'para', 'ante', 'tra', 'de']"
dance ba feat yom el el ti gun z na forum na na music,1,dance ba feat yom el el ti gun z na forum na na music,"['dance', 'ba', 'feat', 'yom', 'el', 'el', 'ti', 'gun', 'z', 'na', 'forum', 'na', 'na', 'music']"
classes great way get head giggle three take dance classes tried taking crocheting miserably,1,class great way get head giggle three take dance class tried taking crocheting miserably,"['class', 'great', 'way', 'get', 'head', 'giggle', 'three', 'take', 'dance', 'class', 'tried', 'taking', 'crocheting', 'miserably']"
miss hosting ba session th may school come along join fun dance upbeat music let hair together st drum,1,miss hosting ba session th may school come along join fun dance upbeat music let hair together st drum,"['miss', 'hosting', 'ba', 'session', 'th', 'may', 'school', 'come', 'along', 'join', 'fun', 'dance', 'upbeat', 'music', 'let', 'hair', 'together', 'st', 'drum']"
dance hidden language soul part nursing week celebration ba class staff happy nursing week,1,dance hidden language soul part nursing week celebration ba class staff happy nursing week,"['dance', 'hidden', 'language', 'soul', 'part', 'nursing', 'week', 'celebration', 'ba', 'class', 'staff', 'happy', 'nursing', 'week']"
k attar tie mean bad upper body strength working core dont want gym stuff want dance working ba around,1,k attar tie mean bad upper body strength working core dont want gym stuff want dance working ba around,"['k', 'attar', 'tie', 'mean', 'bad', 'upper', 'body', 'strength', 'working', 'core', 'dont', 'want', 'gym', 'stuff', 'want', 'dance', 'working', 'ba', 'around']"
ra hi day j new ding pi maria om pung guru mid memory u sang say tam bah g dang tan ring la e n yang jeans topi cowboy ring country e n yang pad ba e g hip hop dance e keb bar,1,ra hi day j new ding pi maria om pung guru mid memory u sang say tam bah g dang tan ring la e n yang jean topi cowboy ring country e n yang pad ba e g hip hop dance e keb bar,"['ra', 'hi', 'day', 'j', 'new', 'ding', 'pi', 'maria', 'om', 'pung', 'guru', 'mid', 'memory', 'u', 'sang', 'say', 'tam', 'bah', 'g', 'dang', 'tan', 'ring', 'la', 'e', 'n', 'yang', 'jean', 'topi', 'cowboy', 'ring', 'country', 'e', 'n', 'yang', 'pad', 'ba', 'e', 'g', 'hip', 'hop', 'dance', 'e', 'keb', 'bar']"
ba easy dance like move via brother,1,ba easy dance like move via brother,"['ba', 'easy', 'dance', 'like', 'move', 'via', 'brother']"
ready move groove join ba classes fit joss every floor dance way fitness together ba fitness dance fitness get moving healthy,1,ready move groove join ba class fit joss every floor dance way fitness together ba fitness dance fitness get moving healthy,"['ready', 'move', 'groove', 'join', 'ba', 'class', 'fit', 'joss', 'every', 'floor', 'dance', 'way', 'fitness', 'together', 'ba', 'fitness', 'dance', 'fitness', 'get', 'moving', 'healthy']"
ba weekend men za z c top ba week n b day n cancer n event year big n welcome door book many people dance n clothes sale,1,ba weekend men za z c top ba week n b day n cancer n event year big n welcome door book many people dance n clothes sale,"['ba', 'weekend', 'men', 'za', 'z', 'c', 'top', 'ba', 'week', 'n', 'b', 'day', 'n', 'cancer', 'n', 'event', 'year', 'big', 'n', 'welcome', 'door', 'book', 'many', 'people', 'dance', 'n', 'clothes', 'sale']"
ba room honestly way fun dance crazy dance cool n designed pur gated community spread across spacious limited edition bedroom luxury n,1,ba room honestly way fun dance crazy dance cool n designed pur gated community spread across spacious limited edition bedroom luxury n,"['ba', 'room', 'honestly', 'way', 'fun', 'dance', 'crazy', 'dance', 'cool', 'n', 'designed', 'pur', 'gated', 'community', 'spread', 'across', 'spacious', 'limited', 'edition', 'bedroom', 'luxury', 'n']"
class alert n n claim spot dance floor upcoming glow ba party may th tamara bo n n rock wear neon enjoying high energy class vibrant,1,class alert n n claim spot dance floor upcoming glow ba party may th tamara bo n n rock wear neon enjoying high energy class vibrant,"['class', 'alert', 'n', 'n', 'claim', 'spot', 'dance', 'floor', 'upcoming', 'glow', 'ba', 'party', 'may', 'th', 'tamara', 'bo', 'n', 'n', 'rock', 'wear', 'neon', 'enjoying', 'high', 'energy', 'class', 'vibrant']"
dont cha cha want join us ba join us person virtually ba fun energetic dance fitness class heart limited space available sure register early register workout,1,dont cha cha want join u ba join u person virtually ba fun energetic dance fitness class heart limited space available sure register early register workout,"['dont', 'cha', 'cha', 'want', 'join', 'u', 'ba', 'join', 'u', 'person', 'virtually', 'ba', 'fun', 'energetic', 'dance', 'fitness', 'class', 'heart', 'limited', 'space', 'available', 'sure', 'register', 'early', 'register', 'workout']"
els sera l mao first blue hour ba version dance break sugar rush ride lesser anti fragile tongue,1,el serum l mao first blue hour ba version dance break sugar rush ride lesser anti fragile tongue,"['el', 'serum', 'l', 'mao', 'first', 'blue', 'hour', 'ba', 'version', 'dance', 'break', 'sugar', 'rush', 'ride', 'lesser', 'anti', 'fragile', 'tongue']"
quartering ba dance,1,quartering ba dance,"['quartering', 'ba', 'dance']"
dance ba feat yom el el ti gun z na forum na na music,1,dance ba feat yom el el ti gun z na forum na na music,"['dance', 'ba', 'feat', 'yom', 'el', 'el', 'ti', 'gun', 'z', 'na', 'forum', 'na', 'na', 'music']"
come dance song mayor song artist g,1,come dance song mayor song artist g,"['come', 'dance', 'song', 'mayor', 'song', 'artist', 'g']"
hip hop ba today love dance go,1,hip hop ba today love dance go,"['hip', 'hop', 'ba', 'today', 'love', 'dance', 'go']"
u law ani u yaw hah hah aha hah mura g first time nak mag perform ug ko mag ba dance pa jo hah aha ra hap man gra ug na man ta,1,u law ani u yaw hah hah aha hah mura g first time nak mag perform ug ko mag ba dance pa jo hah aha ra hap man gra ug na man ta,"['u', 'law', 'ani', 'u', 'yaw', 'hah', 'hah', 'aha', 'hah', 'mura', 'g', 'first', 'time', 'nak', 'mag', 'perform', 'ug', 'ko', 'mag', 'ba', 'dance', 'pa', 'jo', 'hah', 'aha', 'ra', 'hap', 'man', 'gra', 'ug', 'na', 'man', 'ta']"
fit dance n,1,fit dance n,"['fit', 'dance', 'n']"
dance ba feat yom el el ti gun z na forum na na music,1,dance ba feat yom el el ti gun z na forum na na music,"['dance', 'ba', 'feat', 'yom', 'el', 'el', 'ti', 'gun', 'z', 'na', 'forum', 'na', 'na', 'music']"
j hale author oh even problem remember ba girl ill run ba dance party chance,1,j hale author oh even problem remember ba girl ill run ba dance party chance,"['j', 'hale', 'author', 'oh', 'even', 'problem', 'remember', 'ba', 'girl', 'ill', 'run', 'ba', 'dance', 'party', 'chance']"
para city government barangay ba chore dance contest promote healthy body manila bulletin,1,para city government barangay ba chore dance contest promote healthy body manila bulletin,"['para', 'city', 'government', 'barangay', 'ba', 'chore', 'dance', 'contest', 'promote', 'healthy', 'body', 'manila', 'bulletin']"
remember ba single brought back dying dance class early,1,remember ba single brought back dying dance class early,"['remember', 'ba', 'single', 'brought', 'back', 'dying', 'dance', 'class', 'early']"
e everyday usually tennis dance today rode stationary bike dumbbell strength straining etna new min hi workout n ate chocolate chip guilt free,1,e everyday usually tennis dance today rode stationary bike dumbbell strength straining etna new min hi workout n ate chocolate chip guilt free,"['e', 'everyday', 'usually', 'tennis', 'dance', 'today', 'rode', 'stationary', 'bike', 'dumbbell', 'strength', 'straining', 'etna', 'new', 'min', 'hi', 'workout', 'n', 'ate', 'chocolate', 'chip', 'guilt', 'free']"
la c dalle di ba ba fitness z music dance smile,1,la c dalle di ba ba fitness z music dance smile,"['la', 'c', 'dalle', 'di', 'ba', 'ba', 'fitness', 'z', 'music', 'dance', 'smile']"
good whenever possible give time burlesque ba dance also burlesque perfecting choreography well possible liking lot n dinner,1,good whenever possible give time burlesque ba dance also burlesque perfecting choreography well possible liking lot n dinner,"['good', 'whenever', 'possible', 'give', 'time', 'burlesque', 'ba', 'dance', 'also', 'burlesque', 'perfecting', 'choreography', 'well', 'possible', 'liking', 'lot', 'n', 'dinner']"
feeling lazy feel like want lose weight sleep better enroll dance workout classes wont regret chop daily dance workout dance fitness ba ba classes,1,feeling lazy feel like want lose weight sleep better enroll dance workout class wont regret chop daily dance workout dance fitness ba ba class,"['feeling', 'lazy', 'feel', 'like', 'want', 'lose', 'weight', 'sleep', 'better', 'enroll', 'dance', 'workout', 'class', 'wont', 'regret', 'chop', 'daily', 'dance', 'workout', 'dance', 'fitness', 'ba', 'ba', 'class']"
ba classes combine international music dance create dynamic calorie burning workout classes community center w ave register,1,ba class combine international music dance create dynamic calorie burning workout class community center w ave register,"['ba', 'class', 'combine', 'international', 'music', 'dance', 'create', 'dynamic', 'calorie', 'burning', 'workout', 'class', 'community', 'center', 'w', 'ave', 'register']"
bitch leading ba class,1,bitch leading ba class,"['bitch', 'leading', 'ba', 'class']"
son new son st schule n mal b fi el ich den j gen da men also jazz dance ann ba mir nach tango,1,son new son st schule n mal b fi el ich den j gen da men also jazz dance ann ba mir nach tango,"['son', 'new', 'son', 'st', 'schule', 'n', 'mal', 'b', 'fi', 'el', 'ich', 'den', 'j', 'gen', 'da', 'men', 'also', 'jazz', 'dance', 'ann', 'ba', 'mir', 'nach', 'tango']"
got ba dance class pad alec snoop red laundry machine quin de la lar home,1,got ba dance class pad alec snoop red laundry machine quin de la lar home,"['got', 'ba', 'dance', 'class', 'pad', 'alec', 'snoop', 'red', 'laundry', 'machine', 'quin', 'de', 'la', 'lar', 'home']"
ba ah b dance oak e la bari j rip,1,ba ah b dance oak e la bari j rip,"['ba', 'ah', 'b', 'dance', 'oak', 'e', 'la', 'bari', 'j', 'rip']"
fabulous running ba club fun showing fantastic dance next week turn come club active school coach bank head soar,1,fabulous running ba club fun showing fantastic dance next week turn come club active school coach bank head soar,"['fabulous', 'running', 'ba', 'club', 'fun', 'showing', 'fantastic', 'dance', 'next', 'week', 'turn', 'come', 'club', 'active', 'school', 'coach', 'bank', 'head', 'soar']"
dance ba feat yom el el ti gun z na forum na na music,1,dance ba feat yom el el ti gun z na forum na na music,"['dance', 'ba', 'feat', 'yom', 'el', 'el', 'ti', 'gun', 'z', 'na', 'forum', 'na', 'na', 'music']"
noted bali k hip hop dance ba dan temporary dance class,1,noted bali k hip hop dance ba dan temporary dance class,"['noted', 'bali', 'k', 'hip', 'hop', 'dance', 'ba', 'dan', 'temporary', 'dance', 'class']"
e winter know technically dance felt super similarly quite anxious going classes went ba inclusive fun environment ever,1,e winter know technically dance felt super similarly quite anxious going class went ba inclusive fun environment ever,"['e', 'winter', 'know', 'technically', 'dance', 'felt', 'super', 'similarly', 'quite', 'anxious', 'going', 'class', 'went', 'ba', 'inclusive', 'fun', 'environment', 'ever']"
para city government barangay ba chore dance contest promote healthy body manila bulletin,1,para city government barangay ba chore dance contest promote healthy body manila bulletin,"['para', 'city', 'government', 'barangay', 'ba', 'chore', 'dance', 'contest', 'promote', 'healthy', 'body', 'manila', 'bulletin']"
ballet pole dance ba hit box fit dance jazz funk para antes samba de g,1,ballet pole dance ba hit box fit dance jazz funk para ante samba de g,"['ballet', 'pole', 'dance', 'ba', 'hit', 'box', 'fit', 'dance', 'jazz', 'funk', 'para', 'ante', 'samba', 'de', 'g']"
far gather fragmented bo went la dance ba roller skate,1,far gather fragmented bo went la dance ba roller skate,"['far', 'gather', 'fragmented', 'bo', 'went', 'la', 'dance', 'ba', 'roller', 'skate']"
cruise right ended ba class apparently thinking kind dance competition something,1,cruise right ended ba class apparently thinking kind dance competition something,"['cruise', 'right', 'ended', 'ba', 'class', 'apparently', 'thinking', 'kind', 'dance', 'competition', 'something']"
ess para os ba dance ba pro move cond men f de form l de st para cardiovascular e das per e credit e,1,es para o ba dance ba pro move cond men f de form l de st para cardiovascular e da per e credit e,"['es', 'para', 'o', 'ba', 'dance', 'ba', 'pro', 'move', 'cond', 'men', 'f', 'de', 'form', 'l', 'de', 'st', 'para', 'cardiovascular', 'e', 'da', 'per', 'e', 'credit', 'e']"
l leg el moment de n es per en las es de ba car dance en las das bando las j j ne sun barrio el bien,1,l leg el moment de n e per en la e de ba car dance en la da bando la j j ne sun barrio el bien,"['l', 'leg', 'el', 'moment', 'de', 'n', 'e', 'per', 'en', 'la', 'e', 'de', 'ba', 'car', 'dance', 'en', 'la', 'da', 'bando', 'la', 'j', 'j', 'ne', 'sun', 'barrio', 'el', 'bien']"
po u tout mou n fe sport nan gym os wa la kay yo pa semen tan de pa nap fe sport,1,po u tout mou n fe sport nan gym o wa la kay yo pa semen tan de pa nap fe sport,"['po', 'u', 'tout', 'mou', 'n', 'fe', 'sport', 'nan', 'gym', 'o', 'wa', 'la', 'kay', 'yo', 'pa', 'semen', 'tan', 'de', 'pa', 'nap', 'fe', 'sport']"
book fitness classes us torah fitness ug dance fit dance nabs workout n aerobic class n military boot camp fitness,1,book fitness class u torah fitness ug dance fit dance nabs workout n aerobic class n military boot camp fitness,"['book', 'fitness', 'class', 'u', 'torah', 'fitness', 'ug', 'dance', 'fit', 'dance', 'nabs', 'workout', 'n', 'aerobic', 'class', 'n', 'military', 'boot', 'camp', 'fitness']"
come ar fit dance dance ba q e de peg um ha de core de diva pop e pronto pro fission al,1,come ar fit dance dance ba q e de peg um ha de core de diva pop e pronto pro fission al,"['come', 'ar', 'fit', 'dance', 'dance', 'ba', 'q', 'e', 'de', 'peg', 'um', 'ha', 'de', 'core', 'de', 'diva', 'pop', 'e', 'pronto', 'pro', 'fission', 'al']"
past weekend annual ammo event promote health doctor meet facility along w band ba dance party free ice cream eh,1,past weekend annual ammo event promote health doctor meet facility along w band ba dance party free ice cream eh,"['past', 'weekend', 'annual', 'ammo', 'event', 'promote', 'health', 'doctor', 'meet', 'facility', 'along', 'w', 'band', 'ba', 'dance', 'party', 'free', 'ice', 'cream', 'eh']"
ba today friend year gon n n teacher like really never done dancer head grew big tipped move n nim still dance studio ill forever,1,ba today friend year gon n n teacher like really never done dancer head grew big tipped move n nim still dance studio ill forever,"['ba', 'today', 'friend', 'year', 'gon', 'n', 'n', 'teacher', 'like', 'really', 'never', 'done', 'dancer', 'head', 'grew', 'big', 'tipped', 'move', 'n', 'nim', 'still', 'dance', 'studio', 'ill', 'forever']"
c f wap en c ba dance,1,c f wap en c ba dance,"['c', 'f', 'wap', 'en', 'c', 'ba', 'dance']"
college made stride move community zone pick ba confident tried teach dance,1,college made stride move community zone pick ba confident tried teach dance,"['college', 'made', 'stride', 'move', 'community', 'zone', 'pick', 'ba', 'confident', 'tried', 'teach', 'dance']"
book fitness classes us torah fitness ug n call dance fit nabs workout dance n aerobic class n military boot camp fitness,1,book fitness class u torah fitness ug n call dance fit nabs workout dance n aerobic class n military boot camp fitness,"['book', 'fitness', 'class', 'u', 'torah', 'fitness', 'ug', 'n', 'call', 'dance', 'fit', 'nabs', 'workout', 'dance', 'n', 'aerobic', 'class', 'n', 'military', 'boot', 'camp', 'fitness']"
z k z k dice pus de la de ba de dance en erg para h rut de e de p,1,z k z k dice pu de la de ba de dance en erg para h rut de e de p,"['z', 'k', 'z', 'k', 'dice', 'pu', 'de', 'la', 'de', 'ba', 'de', 'dance', 'en', 'erg', 'para', 'h', 'rut', 'de', 'e', 'de', 'p']"
seen blue hour ba dance break,1,seen blue hour ba dance break,"['seen', 'blue', 'hour', 'ba', 'dance', 'break']"
real talk anyone actually anything official wy b thought would dance battle c would bring towel workout ba everyone talking like fact somewhere official said,1,real talk anyone actually anything official wy b thought would dance battle c would bring towel workout ba everyone talking like fact somewhere official said,"['real', 'talk', 'anyone', 'actually', 'anything', 'official', 'wy', 'b', 'thought', 'would', 'dance', 'battle', 'c', 'would', 'bring', 'towel', 'workout', 'ba', 'everyone', 'talking', 'like', 'fact', 'somewhere', 'official', 'said']"
dance ba feat yom el el ti gun z na forum na na music,1,dance ba feat yom el el ti gun z na forum na na music,"['dance', 'ba', 'feat', 'yom', 'el', 'el', 'ti', 'gun', 'z', 'na', 'forum', 'na', 'na', 'music']"
fun ba class,1,fun ba class,"['fun', 'ba', 'class']"
exact opposite experience gon na embarrass going beginner hip hop classes pretty boy dance ba,1,exact opposite experience gon na embarrass going beginner hip hop class pretty boy dance ba,"['exact', 'opposite', 'experience', 'gon', 'na', 'embarrass', 'going', 'beginner', 'hip', 'hop', 'class', 'pretty', 'boy', 'dance', 'ba']"
dance floor leading ba flair,1,dance floor leading ba flair,"['dance', 'floor', 'leading', 'ba', 'flair']"
b ba bracken wood community association wed may dance,1,b ba bracken wood community association wed may dance,"['b', 'ba', 'bracken', 'wood', 'community', 'association', 'wed', 'may', 'dance']"
cant help share event ba jazz dance ballet pottery classes got connected throughout night,1,cant help share event ba jazz dance ballet pottery class got connected throughout night,"['cant', 'help', 'share', 'event', 'ba', 'jazz', 'dance', 'ballet', 'pottery', 'class', 'got', 'connected', 'throughout', 'night']"
many people careful previous love ba gold ba gold ba class designed active older original dance fitness less impact lower intensity cow ich bag old,1,many people careful previous love ba gold ba gold ba class designed active older original dance fitness le impact lower intensity cow ich bag old,"['many', 'people', 'careful', 'previous', 'love', 'ba', 'gold', 'ba', 'gold', 'ba', 'class', 'designed', 'active', 'older', 'original', 'dance', 'fitness', 'le', 'impact', 'lower', 'intensity', 'cow', 'ich', 'bag', 'old']"
kan passion channel ban yak k ban get tub ba si n anti b upgrade dance,1,kan passion channel ban yak k ban get tub ba si n anti b upgrade dance,"['kan', 'passion', 'channel', 'ban', 'yak', 'k', 'ban', 'get', 'tub', 'ba', 'si', 'n', 'anti', 'b', 'upgrade', 'dance']"
z k z k dice n dance deb en el stream de hoy se vent e de ba,1,z k z k dice n dance deb en el stream de hoy se vent e de ba,"['z', 'k', 'z', 'k', 'dice', 'n', 'dance', 'deb', 'en', 'el', 'stream', 'de', 'hoy', 'se', 'vent', 'e', 'de', 'ba']"
caught thankful everyone joining ba dance huh u,1,caught thankful everyone joining ba dance huh u,"['caught', 'thankful', 'everyone', 'joining', 'ba', 'dance', 'huh', 'u']"
dance ba feat yom el el ti gun z na forum na na music,1,dance ba feat yom el el ti gun z na forum na na music,"['dance', 'ba', 'feat', 'yom', 'el', 'el', 'ti', 'gun', 'z', 'na', 'forum', 'na', 'na', 'music']"
ah tall guy ba class today remind dance sexy,1,ah tall guy ba class today remind dance sexy,"['ah', 'tall', 'guy', 'ba', 'class', 'today', 'remind', 'dance', 'sexy']"
read inspiring ba collection effective weight loss flat stomach ba fantastic aerobic fitness dance workout program,1,read inspiring ba collection effective weight loss flat stomach ba fantastic aerobic fitness dance workout program,"['read', 'inspiring', 'ba', 'collection', 'effective', 'weight', 'loss', 'flat', 'stomach', 'ba', 'fantastic', 'aerobic', 'fitness', 'dance', 'workout', 'program']"
west middle th annual dance marathon may th raising year hospital ba club dance marathon club took stage dance throughout event,1,west middle th annual dance marathon may th raising year hospital ba club dance marathon club took stage dance throughout event,"['west', 'middle', 'th', 'annual', 'dance', 'marathon', 'may', 'th', 'raising', 'year', 'hospital', 'ba', 'club', 'dance', 'marathon', 'club', 'took', 'stage', 'dance', 'throughout', 'event']"
dance ba feat yom el el ti gun z na forum na na music,1,dance ba feat yom el el ti gun z na forum na na music,"['dance', 'ba', 'feat', 'yom', 'el', 'el', 'ti', 'gun', 'z', 'na', 'forum', 'na', 'na', 'music']"
bo thinking dance battle la showing towel walk ba class awkwardly bop way exactly adventure thank,1,bo thinking dance battle la showing towel walk ba class awkwardly bop way exactly adventure thank,"['bo', 'thinking', 'dance', 'battle', 'la', 'showing', 'towel', 'walk', 'ba', 'class', 'awkwardly', 'bop', 'way', 'exactly', 'adventure', 'thank']"
die thingy lari ba shuffle dance pu h,1,die thingy lari ba shuffle dance pu h,"['die', 'thingy', 'lari', 'ba', 'shuffle', 'dance', 'pu', 'h']"
dont know people calling dance clip ba class obvious choreographer calling different people move everyone,1,dont know people calling dance clip ba class obvious choreographer calling different people move everyone,"['dont', 'know', 'people', 'calling', 'dance', 'clip', 'ba', 'class', 'obvious', 'choreographer', 'calling', 'different', 'people', 'move', 'everyone']"
get car w group classes ba dance watch rest series find group fit classes get car join e everyone,1,get car w group class ba dance watch rest series find group fit class get car join e everyone,"['get', 'car', 'w', 'group', 'class', 'ba', 'dance', 'watch', 'rest', 'series', 'find', 'group', 'fit', 'class', 'get', 'car', 'join', 'e', 'everyone']"
dance ba feat yom el el ti gun z na forum na na music,1,dance ba feat yom el el ti gun z na forum na na music,"['dance', 'ba', 'feat', 'yom', 'el', 'el', 'ti', 'gun', 'z', 'na', 'forum', 'na', 'na', 'music']"
let boy dance bo ba class cute thought,1,let boy dance bo ba class cute thought,"['let', 'boy', 'dance', 'bo', 'ba', 'class', 'cute', 'thought']"
u burlesque alone anything knee done since scary ba wacky arm arent gag think even least dance well simply,1,u burlesque alone anything knee done since scary ba wacky arm arent gag think even least dance well simply,"['u', 'burlesque', 'alone', 'anything', 'knee', 'done', 'since', 'scary', 'ba', 'wacky', 'arm', 'arent', 'gag', 'think', 'even', 'least', 'dance', 'well', 'simply']"
el dance break de bien el de la act u ha mi de ba de f en de la es semi,1,el dance break de bien el de la act u ha mi de ba de f en de la e semi,"['el', 'dance', 'break', 'de', 'bien', 'el', 'de', 'la', 'act', 'u', 'ha', 'mi', 'de', 'ba', 'de', 'f', 'en', 'de', 'la', 'e', 'semi']"
apparently bo might thought dance even bought towel end dancing ba hah hah aha wang bo cruise n wang bo n cruise,1,apparently bo might thought dance even bought towel end dancing ba hah hah aha wang bo cruise n wang bo n cruise,"['apparently', 'bo', 'might', 'thought', 'dance', 'even', 'bought', 'towel', 'end', 'dancing', 'ba', 'hah', 'hah', 'aha', 'wang', 'bo', 'cruise', 'n', 'wang', 'bo', 'n', 'cruise']"
ba fitness duo dance gym gym virtual de mien e,1,ba fitness duo dance gym gym virtual de mien e,"['ba', 'fitness', 'duo', 'dance', 'gym', 'gym', 'virtual', 'de', 'mien', 'e']"
minute ba class car dance workout tana ba tra de,1,minute ba class car dance workout tana ba tra de,"['minute', 'ba', 'class', 'car', 'dance', 'workout', 'tana', 'ba', 'tra', 'de']"
like much fun fact thought dance battle brought towel ended dancing ba cute crying n wang bo cruise n cruise wang bo,1,like much fun fact thought dance battle brought towel ended dancing ba cute cry n wang bo cruise n cruise wang bo,"['like', 'much', 'fun', 'fact', 'thought', 'dance', 'battle', 'brought', 'towel', 'ended', 'dancing', 'ba', 'cute', 'cry', 'n', 'wang', 'bo', 'cruise', 'n', 'cruise', 'wang', 'bo']"
bo seeing dance session schedule room find ba session instead,1,bo seeing dance session schedule room find ba session instead,"['bo', 'seeing', 'dance', 'session', 'schedule', 'room', 'find', 'ba', 'session', 'instead']"
path riot gap n ba instructor n college community center event planner n usher n dancer artifact dance n dance teacher japan n waiter n community manager n global community manager riot,1,path riot gap n ba instructor n college community center event planner n usher n dancer artifact dance n dance teacher japan n waiter n community manager n global community manager riot,"['path', 'riot', 'gap', 'n', 'ba', 'instructor', 'n', 'college', 'community', 'center', 'event', 'planner', 'n', 'usher', 'n', 'dancer', 'artifact', 'dance', 'n', 'dance', 'teacher', 'japan', 'n', 'waiter', 'n', 'community', 'manager', 'n', 'global', 'community', 'manager', 'riot']"
dressing like going dance battle ended ba,1,dressing like going dance battle ended ba,"['dressing', 'like', 'going', 'dance', 'battle', 'ended', 'ba']"
